State	Fips	85	90	95	00	05	25
13	209	2.64	1.71	4.43	2.65	2.46	3.126
13	211	3.66	2.59	2.91	2.65	2.92	2.094
13	213	3.35	3.99	4.12	4.93	6.29	8.628
13	215	32.59	36.12	39.47	45.62	33.89	44.798
13	217	5.51	6.78	4.14	12.79	14.64	23.334
13	219	1.54	2.21	3.06	3.13	2.01	3.506
13	221	1.22	1.36	1.67	1.81	1.99	2.804
13	223	1.84	4.59	3.51	4.32	4.75	7.132
13	225	4.79	6.97	6.77	13.25	10.63	19.258
13	227	1.66	2.21	2.94	3.22	4.86	7.424
13	229	3.06	3.95	5.79	8.27	3.49	8.02
13	231	1.38	1.69	3.14	2.14	1.58	2.496
13	233	2.17	4.18	10.63	8.77	8.86	17.704
13	235	16.82	12.01	12.20	16.93	16.74	17.796
13	237	1065.18	1048.57	1010.49	988.4	1097.15	1044.22
13	239	0.45	0.37	1.89	0.35	0.21	0.354
13	241	3.47	3.55	4.09	4.17	4.70	5.844
13	243	9.10	7.52	10.62	9.17	10.42	11.94
13	245	94.36	108.44	127.34	125.52	115.72	150.156
13	247	3.67	6.77	2.26	2.38	14.49	16.264
13	249	1.85	1.35	1.84	0.86	1.04	0.122
13	251	11.39	10.99	8.07	25.45	14.33	26.25
13	253	26.81	24.30	23.74	70.58	39.44	79.898
13	255	7.34	10.27	10.14	11.24	14.37	19.69
13	257	4.15	4.76	3.12	3.79	4.57	4.0
13	259	1.98	1.56	3.50	3.2	1.10	2.196
13	261	21.63	13.78	28.43	42.38	13.96	31.992
13	263	2.88	2.94	2.87	2.64	2.46	2.074
13	265	0.20	0.24	0.24	0.23	0.19	0.202
13	267	4.81	5.44	18.38	8.41	8.23	14.94
13	269	1.99	1.60	2.10	9.44	5.26	12.706
13	271	6.76	5.57	10.41	6.15	4.75	4.664
13	273	8.06	6.77	20.76	22.05	16.20	33.704
13	275	9.75	6.67	12.67	20.71	20.14	34.88
13	277	14.32	22.21	34.54	27.88	25.85	42.198
13	279	5.65	6.16	7.00	14.34	11.08	20.27
13	281	0.53	0.73	2.03	1.19	6.58	9.748
13	283	0.72	0.98	1.67	1.6	1.54	2.658
13	285	12.36	13.27	13.31	13.11	12.63	13.164
13	287	5.04	7.73	19.11	16.73	15.87	31.292
13	289	21.03	18.82	23.27	19.66	22.20	22.904
13	291	1.00	1.13	1.37	1.5	8.08	11.334
13	293	10.44	10.09	11.13	10.29	5.03	3.024
13	295	10.55	13.25	10.88	14.51	9.92	11.822
13	297	4.65	5.69	5.77	9.05	10.75	16.518
13	299	7.87	6.82	5.92	9.83	5.97	6.808
13	301	2.07	5.36	5.04	2.5	4.60	5.234
13	303	21.02	22.35	24.42	26.07	35.73	45.802
13	305	71.02	70.12	65.98	64.55	65.22	57.076
13	307	1.95	2.67	5.36	3.9	2.94	5.29
13	309	1.31	2.24	3.14	4.95	4.85	9.172
13	311	3.09	3.73	5.91	4.42	3.66	5.26
13	313	34.50	36.66	38.92	65.7	36.89	62.826
13	315	18.79	17.66	15.27	23.07	12.58	13.268
13	317	3.54	3.00	4.12	2.56	1.94	0.848
13	319	27.42	22.51	23.44	28.29	18.53	16.838
13	321	7.85	27.20	29.05	42.43	13.79	40.33
15	001	137.25	170.33	131.80	0	124.75	-4.372
15	003	1222.56	1791.49	1111.09	0	1593.32	513.71
15	005	0.02	0.00	0.00	0	0.02	0.008
15	007	239.93	286.76	260.92	0	49.35	-233.36
15	009	548.38	487.98	430.24	0.85	125.96	-480.5
16	001	945.43	783.01	1098.26	1193.24	1117.25	1479.76
16	003	165.17	82.79	63.65	85.38	115.86	44.952
16	005	305.82	215.05	313.50	402.52	397.99	550.062
16	007	386.73	82.75	117.30	107.77	107.36	-159.85
16	009	5.62	10.40	8.04	3.46	4.40	0.756
16	011	1382.73	2231.00	1093.67	1377.9	1195.71	719.918
16	013	298.02	112.37	160.22	303.52	349.45	421.122
16	015	41.39	9.35	15.24	9.75	11.70	-17.902
16	017	49.31	25.43	35.17	22.2	72.81	67.246
16	019	762.62	905.73	644.85	836.36	881.95	907.876
16	021	22.85	4.04	2.34	4.4	7.03	-10.636
16	023	245.49	244.26	167.63	213.34	237.44	193.42
16	025	61.33	577.80	26.99	28.03	59.15	-181.818
16	027	2152.21	1822.85	639.02	709.68	658.25	-1264.252
16	029	315.05	466.42	225.35	281.73	379.42	300.024
16	031	1179.00	1548.31	585.47	792.26	880.88	185.81
16	033	210.07	311.53	105.76	161.12	95.55	-50.864
16	035	154.49	3.91	36.40	2.11	15.15	-125.876
16	037	486.12	268.62	141.75	232.04	842.71	800.208
16	039	761.51	642.27	327.42	299.01	424.65	-119.216
16	041	532.11	93.88	177.68	224.82	203.84	-68.894
16	043	533.43	656.97	338.39	390.67	294.97	-3.046
16	045	367.40	298.84	135.63	726.55	725.84	1137.606
16	047	826.83	651.86	1288.62	1413.93	1155.50	1918.994
16	049	32.38	23.43	30.26	19.29	19.16	6.556
16	051	875.91	1169.48	1544.07	1959.33	2108.02	3483.804
16	053	1001.04	366.39	1108.54	1681.33	1472.89	2481.222
16	055	95.19	54.52	47.12	57.28	73.18	40.702
16	057	5.34	10.66	11.66	8.25	9.74	12.964
16	059	554.61	148.12	123.71	285.47	240.80	-23.62
16	061	0.69	1.17	1.09	1.53	2.70	4.064
16	063	468.31	672.50	420.61	388.71	321.85	108.37
16	065	451.62	594.50	295.29	802.45	625.52	887.326
16	067	763.56	996.31	526.83	752.38	649.65	454.696
16	069	45.24	56.72	18.58	187.65	28.87	126.326
16	071	134.94	83.99	103.32	141.32	152.63	178.866
16	073	1225.86	704.28	474.04	424.72	816.94	70.728
16	075	514.79	530.92	254.10	246	285.04	-80.482
16	077	430.31	380.23	305.51	340.89	349.15	240.222
16	079	25.62	11.17	9.94	4.92	5.41	-16.59
16	081	273.37	359.04	116.30	167.84	166.45	-26.424
16	083	2665.11	1083.81	1890.61	1876.79	1691.77	1149.398
16	085	206.76	207.04	28.14	126.65	68.19	-87.162
16	087	324.10	213.52	83.38	165.34	187.40	1.8
17	001	20.19	20.66	23.50	22.13	26.09	30.476
17	003	2.11	2.33	2.45	3.06	4.86	6.7
17	005	2.06	2.02	2.40	1.16	2.85	2.53
17	007	6.08	5.61	6.26	5.87	8.07	8.922
17	009	0.51	0.60	0.44	0.44	0.45	0.32
17	011	21.82	6.45	8.14	7.99	13.46	2.464
17	013	0.98	10.58	8.33	0.73	0.63	-2.08
17	015	11.67	12.36	8.53	6.94	17.29	14.85
17	017	3.47	6.72	9.52	9.35	20.54	31.982
17	019	32.20	34.38	36.10	29.37	38.60	38.804
17	021	868.09	798.54	776.08	753.92	835.55	740.616
17	023	3.07	4.29	4.31	2.61	8.68	10.316
17	025	3.22	2.32	2.39	1.79	2.28	0.954
17	027	5.82	6.45	7.79	4.99	8.12	8.518
17	029	5.67	5.82	7.85	5.28	5.49	5.482
17	031	2019.20	1791.00	1691.48	1738.41	1758.02	1454.652
17	033	162.03	70.36	61.20	85.99	102.03	33.7
17	035	1.41	1.27	2.00	1.22	1.84	2.034
17	037	11.79	14.51	12.01	11.1	15.38	15.22
17	039	128.02	496.37	712.00	630.7	938.86	1634.796
17	041	10.81	7.83	5.74	1.27	3.96	-6.234
17	043	102.68	104.54	18.34	12.74	16.04	-108.18
17	045	2.90	2.53	2.84	2.94	3.20	3.488
17	047	1.78	1.39	1.67	0.5	0.93	-0.3
17	049	3.62	4.52	6.10	4.86	5.03	6.722
17	051	9.14	8.14	7.02	2.59	4.36	-2.816
17	053	2.00	2.27	3.94	2.94	5.93	8.534
17	055	16.84	16.36	15.72	14.71	14.69	12.094
17	057	240.08	275.66	273.39	237.07	158.69	116.156
17	059	3.86	9.20	10.22	12.76	18.91	31.186
17	061	2.43	2.08	3.05	2.41	11.02	14.704
17	063	791.31	1547.82	2560.49	978.84	1560.06	2068.816
17	065	1.51	1.54	0.99	0.63	0.97	-0.066
17	067	3.23	3.40	3.17	3.5	4.03	4.486
17	069	1.73	1.62	2.77	0.4	1.81	1.03
17	071	3.10	8.09	15.12	12.55	18.23	32.25
17	073	8.57	8.96	9.07	9.2	12.44	14.436
17	075	4.63	3.96	4.39	5.22	5.83	7.002
17	077	154.35	177.97	190.91	116.89	89.42	31.344
17	079	389.67	421.78	532.23	528.72	608.88	823.472
17	081	3.61	5.84	3.53	1.56	2.74	-0.156
17	083	1.61	8.80	7.34	2.27	2.88	2.186
17	085	6.45	7.17	8.56	7.09	7.11	8.02
17	087	1.54	1.44	1.96	2.1	2.63	3.638
17	089	39.27	45.94	53.42	55.18	69.58	94.594
17	091	16.30	20.69	28.97	23.02	35.28	49.026
17	093	5.67	5.41	5.51	5.8	13.32	16.556
17	095	9.77	3.11	8.65	2.4	2.43	-3.962
17	097	2237.96	2874.41	2449.32	751.85	855.61	-1098.526
17	099	973.32	674.80	888.19	78.16	121.88	-832.442
17	101	9.20	12.61	13.88	2.31	15.57	12.178
17	103	11.07	8.32	15.63	9.79	25.95	32.89
17	105	5.32	5.70	7.18	7.07	9.20	12.372
17	107	4.66	4.69	4.82	5.13	7.44	8.948
17	109	4.36	4.77	4.63	3.88	4.52	4.09
17	111	27.37	29.88	39.84	35.09	43.45	57.548
17	113	15.45	11.22	16.96	13.37	15.97	16.508
17	115	38.94	43.34	46.55	41.67	40.37	42.888
17	117	7.39	7.45	10.48	6.12	9.25	9.572
17	119	468.77	374.80	308.19	646.75	387.53	502.89
17	121	18.01	8.51	6.33	5.83	6.61	-6.23
17	123	4.19	3.92	4.36	5.77	6.95	9.46
17	125	98.15	138.44	118.99	122.81	276.03	354.962
17	127	547.57	476.81	592.23	564.93	630.88	715.328
17	129	1.35	1.53	1.93	1.21	3.92	4.88
17	131	3.13	3.30	4.62	3.66	8.74	11.638
17	133	2.24	2.45	2.79	2.59	2.85	3.4
17	135	333.57	424.93	333.72	442.19	510.24	631.29
17	137	271.41	142.59	159.05	202.44	232.08	190.228
17	139	1.67	2.57	2.56	1.55	1.62	1.322
17	141	62.69	68.20	30.79	59.15	64.93	54.41
17	143	346.07	398.38	110.44	379.05	529.59	561.332
17	145	14.23	10.83	11.34	1.51	2.19	-12.02
17	147	3.15	3.35	3.29	3.53	3.32	3.64
17	149	30.27	17.37	23.44	3.62	32.98	16.538
17	151	1.14	0.26	0.53	0.17	0.43	-0.4
17	153	1.19	1.06	1.31	0.97	2.33	2.686
17	155	192.32	177.73	166.74	179.77	210.19	208.018
17	157	36.03	1053.25	1179.41	37.37	41.38	-133.62
17	159	2.86	3.11	3.23	2.11	3.06	2.514
17	161	44.70	72.18	924.93	1130.44	1082.30	2530.986
17	163	45.51	37.31	46.76	72.69	32.80	52.99
17	165	6.36	4.88	0.86	0.47	3.27	-3.186
17	167	281.78	241.64	336.94	354.64	411.39	548.61
17	169	1.47	1.34	2.16	1.67	1.65	2.072
17	171	1.15	2.55	6.28	6.34	9.41	17.332
17	173	2.79	4.55	4.41	3.62	3.33	3.83
17	175	1.19	1.11	1.39	1.31	1.95	2.422
17	177	11.55	9.96	10.88	8.67	8.92	6.066
17	179	1109.28	812.95	798.48	855.06	123.80	-417.396
17	181	2.52	3.13	3.84	2.17	3.40	3.492
17	183	16.74	18.85	16.34	16.48	17.13	16.154
17	185	3.61	3.82	7.83	2.16	3.97	3.714
17	187	5.17	3.57	3.62	3.9	3.62	2.314
17	189	2.08	2.76	3.17	2.68	3.99	5.18
17	191	4.68	4.59	5.37	2.98	4.86	3.746
17	193	7.14	9.34	6.44	4.23	14.89	14.642
17	195	16.75	21.09	33.02	24.97	54.94	78.31
17	197	1813.50	3628.27	3907.86	2094.54	2630.53	2875.138
17	199	111.06	82.91	13.76	108.75	112.90	103.588
17	201	49.94	48.91	46.61	39.58	43.92	32.97
17	203	3.96	9.13	10.75	12.55	14.15	24.388
18	001	13.64	6.93	7.44	7.31	7.79	1.83
18	003	52.29	48.12	54.84	54.18	55.05	59.844
18	005	12.94	16.91	21.79	19.28	21.22	29.786
18	007	1.00	1.05	1.86	0.88	0.85	0.846
18	009	3.10	2.78	2.21	2.65	2.20	1.43
18	011	4.94	4.22	5.44	4.55	4.77	4.778
18	013	0.31	0.52	0.56	0.31	0.32	0.29
18	015	3.84	3.96	4.67	6.88	7.71	11.808
18	017	54.07	28.23	29.19	32.55	33.63	13.598
18	019	40.50	17.57	31.18	24.92	24.06	12.328
18	021	3.87	3.23	2.10	1.19	1.61	-1.536
18	023	7.18	5.49	6.50	6.39	6.40	5.996
18	025	1.71	6.13	6.32	6.3	4.86	8.946
18	027	4.85	11.42	9.00	7.04	7.14	8.01
18	029	608.31	782.19	621.75	859.82	749.15	939.83
18	031	3.64	4.44	4.35	4.25	5.11	6.008
18	033	7.02	6.13	7.53	11.58	10.03	15.34
18	035	16.29	16.49	18.80	17.67	17.74	19.846
18	037	20.64	8.08	9.52	6.96	7.25	-6.25
18	039	32.64	34.40	43.42	35.37	36.53	41.722
18	041	5.95	5.30	4.47	3.77	3.33	0.502
18	043	219.78	231.81	271.50	336.93	268.46	387.184
18	045	9.97	2.68	3.70	4.22	2.19	-3.86
18	047	2.70	2.51	2.71	4.05	4.16	5.902
18	049	4.56	3.83	8.20	6.65	15.07	21.966
18	051	43.81	36.82	49.09	47.05	52.06	61.804
18	053	12.62	12.01	13.58	13.52	12.79	14.014
18	055	9.61	19.53	24.22	4.68	4.83	-2.072
18	057	25.83	43.50	76.05	128.86	78.49	184.954
18	059	5.26	5.26	5.49	6.37	7.05	8.7
18	061	2.95	3.19	2.76	3.32	3.61	4.036
18	063	7.02	7.88	9.89	9.85	9.68	13.238
18	065	6.89	6.83	11.81	8.09	6.69	8.578
18	067	16.84	16.24	22.94	20.77	21.03	27.31
18	069	4.76	6.13	5.16	5.86	5.41	6.082
18	071	4.77	7.50	9.95	9.29	8.30	13.272
18	073	21.06	41.41	30.99	45.23	53.78	80.05
18	075	5.29	4.26	3.90	3.71	4.11	2.508
18	077	4.27	1281.63	1317.80	1309.74	1287.63	2597.112
18	079	4.10	3.74	4.03	3.16	3.56	2.722
18	081	8.35	10.61	13.08	13.44	15.52	22.502
18	083	45.56	27.70	61.00	92.91	54.53	106.23
18	085	12.16	14.74	23.11	20.22	26.37	39.66
18	087	8.78	10.43	11.72	12.9	14.74	20.348
18	089	2244.59	2300.44	2173.68	2316.77	1720.65	1532.296
18	091	167.58	107.23	85.53	39.5	37.30	-109.546
18	093	5.81	7.48	8.80	8.77	6.19	8.64
18	095	24.95	20.66	21.57	20.66	15.56	9.412
18	097	345.13	321.23	318.48	296.47	311.15	262.86
18	099	6.96	7.31	7.48	7.19	7.66	8.088
18	101	2.82	2.64	2.94	1.8	1.59	0.378
18	103	16.83	8.16	7.41	9.31	35.13	38.018
18	105	14.20	13.98	14.62	15	16.96	18.876
18	107	5.50	6.54	6.60	5.31	5.71	5.446
18	109	68.85	112.98	151.20	276.68	224.19	451.408
18	111	5.55	2.93	4.44	4.78	7.43	8.392
18	113	5.39	5.84	9.96	8.89	10.34	15.854
18	115	15.03	0.58	0.68	1	0.84	-13.15
18	117	2.37	2.55	2.82	1.66	1.40	0.462
18	119	1.64	1.93	2.19	2.39	2.41	3.312
18	121	2.81	1.79	1.89	2.34	2.37	2.042
18	123	2.57	2.36	2.44	0.98	2.25	0.908
18	125	496.07	512.63	472.61	501.16	529.50	535.628
18	127	816.48	718.91	678.94	721.71	720.91	618.386
18	129	8.58	17.28	19.51	19.69	23.33	36.824
18	131	6.79	4.77	9.87	9.83	9.55	14.51
18	133	4.40	6.28	7.95	7.81	6.84	10.502
18	135	4.91	5.02	4.24	3.95	4.36	3.194
18	137	4.24	3.88	4.14	3.43	3.43	2.582
18	139	3.60	4.19	3.33	3.21	3.07	2.256
18	141	59.48	70.92	94.33	55.47	54.75	52.044
18	143	2.00	4.02	4.18	3.66	3.45	4.986
18	145	5.51	8.10	8.49	7.21	8.80	11.036
18	147	21.60	36.94	31.62	31.79	35.52	45.108
18	149	2.12	3.25	7.27	6.15	6.90	12.614
18	151	3.25	3.50	4.25	4.79	4.72	6.64
18	153	757.00	607.06	450.34	464.37	463.44	110.556
18	155	1.22	4.30	4.27	2.4	2.77	3.712
18	157	27.17	41.80	44.78	34.94	34.15	40.828
18	159	1.85	2.05	2.20	2.2	2.04	2.386
18	161	0.84	0.85	0.88	0.77	0.79	0.718
18	163	27.67	30.75	29.50	22.44	33.10	30.222
18	165	357.81	478.96	469.71	608.47	646.14	935.92
18	167	314.12	390.55	327.96	535.06	567.44	817.716
18	169	8.61	11.43	10.35	8.21	8.16	6.88
18	171	1.17	4.77	6.23	2.31	2.13	2.998
18	173	745.76	681.63	709.03	785.93	759.19	815.004
18	175	3.35	3.62	4.29	4.09	4.25	5.282
18	177	12.45	16.19	16.23	11.04	11.56	9.336
18	179	2.72	3.37	4.06	5.01	4.54	7.108
18	181	5.07	4.93	6.43	5.1	5.17	5.562
18	183	3.57	3.69	3.97	4.04	4.17	4.818
19	001	3.04	2.24	2.00	1.48	2.00	0.448
19	003	1.79	1.54	1.67	1.7	1.75	1.738
19	005	205.40	204.50	212.42	239.21	214.55	247.022
19	007	4.84	4.97	5.43	5.79	10.74	13.926
19	009	2.98	1.84	1.77	1.64	1.65	0.26
19	011	4.40	3.58	3.47	2.95	3.06	1.506
19	013	47.44	44.22	57.32	34.55	37.64	26.672
19	015	4.38	3.29	3.38	3.29	3.32	2.26
19	017	4.74	4.14	4.82	2.93	3.46	1.756
19	019	5.54	3.65	3.81	3.78	3.60	1.826
19	021	7.57	5.06	5.36	5.65	6.37	4.916
19	023	7.33	4.23	7.77	2.37	2.41	-2.198
19	025	2.58	1.86	2.34	2.79	2.27	2.554
19	027	7.49	4.72	5.49	5.36	6.14	4.604
19	029	4.67	3.59	3.62	3.21	3.08	1.498
19	031	4.16	2.95	3.00	2.71	3.49	2.314
19	033	12.03	10.27	9.44	10.02	15.32	15.214
19	035	5.19	4.19	4.68	4.21	4.21	3.332
19	037	4.25	2.84	2.73	2.49	2.55	0.722
19	039	2.15	1.94	1.56	2.39	2.52	2.826
19	041	4.53	3.48	3.32	3.59	4.01	3.228
19	043	6.28	5.17	5.06	4.43	6.36	5.112
19	045	170.86	296.49	279.11	276.53	241.31	325.424
19	047	6.24	4.83	3.67	5.1	5.10	3.782
19	049	6.55	5.78	6.14	5.54	4.78	3.49
19	051	1.99	0.93	1.28	1.63	1.48	1.27
19	053	2.01	1.57	1.65	1.73	1.38	1.008
19	055	6.77	5.72	5.65	4.76	6.72	5.288
19	057	127.45	17.03	115.20	113.75	105.28	127.17
19	059	3.58	2.72	3.02	2.78	6.87	7.778
19	061	77.64	95.33	81.50	94.55	86.82	97.716
19	063	2.42	2.43	2.36	2.75	2.49	2.766
19	065	7.21	4.75	4.85	4.12	4.69	1.722
19	067	6.07	4.29	3.69	3.2	3.18	-0.036
19	069	4.13	2.20	2.50	3.27	2.73	1.928
19	071	7.80	3.09	6.33	1.64	1.84	-3.882
19	073	3.30	2.20	2.08	1.95	1.83	0.358
19	075	2.69	2.20	2.15	1.98	2.02	1.272
19	077	2.99	2.16	2.21	2.09	2.61	1.914
19	079	5.37	2.98	3.07	3.8	4.23	3.014
19	081	4.09	3.42	3.56	3.53	3.51	2.992
19	083	7.51	4.70	4.95	5.61	7.38	6.42
19	085	13.75	6.37	11.65	5.2	7.24	0.328
19	087	3.55	2.75	2.63	2.73	3.13	2.442
19	089	4.15	1.96	1.95	1.76	1.95	-0.406
19	091	7.22	2.19	3.59	2.68	2.83	-1.272
19	093	3.03	1.95	1.79	1.75	2.18	1.0
19	095	33.19	3.43	3.40	2.41	2.80	-28.034
19	097	4.99	4.22	8.50	3.43	3.94	3.282
19	099	8.70	9.83	7.52	7.36	7.54	5.316
19	101	4.73	2.33	2.51	2.54	2.23	-0.006
19	103	55.64	49.55	62.93	42.21	45.14	34.09
19	105	4.84	3.67	4.03	3.06	3.59	1.972
19	107	3.97	3.42	2.50	1.87	1.81	-0.808
19	109	6.08	3.40	3.44	3.65	4.79	2.874
19	111	133.92	14.64	18.52	29.59	18.40	-86.64
19	113	139.32	178.35	259.86	265.21	270.13	431.662
19	115	7.71	8.62	10.21	10.73	10.42	14.056
19	117	2.53	1.57	1.38	1.35	1.22	-0.094
19	119	4.59	4.04	4.39	4.99	5.75	6.714
19	121	2.75	2.21	2.16	1.69	1.74	0.586
19	123	8.56	4.30	3.74	3.96	4.04	-0.708
19	125	7.90	9.17	5.67	4.98	4.82	0.298
19	127	12.73	11.01	11.11	11.87	11.49	10.67
19	129	4.08	2.33	2.53	1.84	2.09	-0.108
19	131	3.45	2.71	2.33	2.85	2.76	2.076
19	133	21.30	10.94	12.24	7.64	11.56	-0.932
19	135	2.14	1.28	1.26	1.72	1.78	1.468
19	137	3.02	2.25	1.88	2.13	2.23	1.282
19	139	174.96	253.17	270.13	325.86	306.31	467.32
19	141	5.50	3.47	3.67	3.77	4.43	3.064
19	143	3.11	2.54	2.77	4.06	4.83	6.438
19	145	4.78	3.76	3.06	2.86	2.81	0.55
19	147	5.45	3.46	2.89	2.85	3.78	1.316
19	149	8.67	6.29	6.35	6.96	7.55	6.222
19	151	2.43	1.71	1.65	2	1.84	1.392
19	153	49.62	35.54	56.52	53.38	58.02	71.4
19	155	497.50	475.27	468.82	455.43	509.49	483.786
19	157	5.07	3.54	2.96	2.71	2.45	-0.296
19	159	3.06	1.52	1.27	1.54	1.11	-0.628
19	161	4.59	3.21	3.47	3.78	3.78	3.136
19	163	36.49	89.78	100.76	121.6	110.61	199.884
19	165	4.45	2.90	2.57	2.38	2.76	0.672
19	167	13.20	13.24	15.57	14.73	17.60	21.042
19	169	14.75	14.44	12.81	13.26	11.94	9.36
19	171	6.58	5.10	4.81	4.78	5.82	4.314
19	173	2.13	1.69	1.35	0.87	0.86	-0.636
19	175	2.69	2.31	3.34	3.98	5.38	7.77
19	177	2.65	0.76	1.31	0.96	0.90	-0.664
19	179	10.87	16.60	20.15	22.31	23.62	37.436
19	181	4.62	3.71	7.52	2.3	2.41	0.614
19	183	5.03	3.59	3.88	4.43	4.38	3.986
19	185	1.96	1.11	0.91	0.85	0.81	-0.408
19	187	10.88	8.78	8.84	9.62	11.34	10.948
19	189	2.79	1.80	1.92	2.13	2.27	1.756
19	191	5.96	5.13	5.43	4.92	6.85	6.6
19	193	550.12	757.32	672.15	958.96	969.23	1405.472
19	195	3.94	2.78	5.28	3.44	4.41	4.93
19	197	4.30	1.65	3.32	4.32	4.42	5.348
20	001	6.28	3.53	2.89	3.81	4.27	1.912
20	003	2.61	1.70	1.67	2.64	2.06	2.04
20	005	9.67	5.69	5.90	4.92	4.88	0.002
20	007	8.29	5.84	4.70	6.15	6.23	3.956
20	009	55.71	40.94	38.25	40.96	37.21	20.426
20	011	5.15	4.27	3.33	3.24	3.43	1.202
20	013	3.14	2.17	2.13	1.98	1.85	0.592
20	015	12.09	12.96	12.82	14.57	14.16	16.77
20	017	1.84	0.76	0.87	3.89	1.21	2.836
20	019	1.41	1.23	1.24	1.92	1.48	1.954
20	021	103.49	96.13	92.32	94.94	98.90	90.934
20	023	64.58	56.98	37.97	60.28	45.39	31.992
20	025	13.22	6.55	5.30	5.71	5.35	-2.722
20	027	19.96	16.98	14.50	17.64	13.78	9.552
20	029	20.64	15.07	15.17	21.73	14.99	14.736
20	031	3.92	23.60	23.50	676.8	27.19	570.846
20	033	6.72	9.34	7.66	8.44	7.21	7.922
20	035	13.58	11.33	9.59	8.02	7.84	1.198
20	037	8.60	5.89	6.80	7.01	7.15	6.022
20	039	37.78	15.44	13.22	16.75	11.34	-12.036
20	041	9.01	5.83	5.20	7.59	6.95	5.5
20	043	1.61	1.25	0.85	0.76	0.81	-0.198
20	045	21.91	23.17	21.61	24.52	21.97	23.518
20	047	110.57	121.18	95.46	113.79	95.85	85.272
20	049	1.70	1.45	1.43	0.99	0.97	0.156
20	051	8.76	5.24	4.85	5.45	6.10	3.014
20	053	4.39	2.39	2.78	3.06	3.28	2.25
20	055	358.38	364.00	295.28	309.8	248.00	150.116
20	057	229.04	131.95	103.73	109.21	90.56	-46.922
20	059	10.41	3.35	3.16	3.54	3.37	-3.568
20	061	6.43	8.90	8.53	10.4	8.65	12.146
20	063	36.29	23.99	20.07	21.73	19.06	2.196
20	065	40.04	13.85	10.80	14.38	11.55	-15.746
20	067	244.77	203.23	173.03	155.11	91.65	-39.058
20	069	300.24	277.00	225.61	238.26	179.38	75.822
20	071	46.86	40.25	26.42	29.89	19.77	-6.086
20	073	2.07	2.13	2.03	2.74	2.30	2.896
20	075	67.98	49.68	47.39	46.4	34.47	7.004
20	077	4.16	4.15	3.07	3.57	3.00	1.85
20	079	31.06	60.07	41.89	44.57	42.79	48.852
20	081	331.60	329.67	291.13	251.45	164.36	26.022
20	083	36.89	37.26	32.78	32.32	25.56	16.402
20	085	2.88	2.06	2.02	2.19	2.17	1.49
20	087	3.11	2.92	3.09	4.08	4.06	5.288
20	089	16.83	104.94	78.07	92.31	28.34	70.332
20	091	47.95	12.53	12.28	25.27	17.93	-5.188
20	093	145.15	177.49	192.34	248.72	158.16	242.722
20	095	18.45	23.05	16.36	19.59	18.20	16.754
20	097	63.36	65.05	51.15	59.25	50.38	38.782
20	099	6.75	5.07	4.60	4.81	4.54	2.346
20	101	35.59	25.85	20.45	18.55	15.79	-4.894
20	103	6.78	10.02	9.69	8.72	8.23	9.648
20	105	3.50	1.40	1.25	1.68	1.64	-0.17
20	107	7.85	784.82	727.23	1153.43	11.83	762.974
20	109	18.41	12.08	8.00	9.64	8.04	-2.674
20	111	9.09	6.39	8.87	6.87	10.73	10.646
20	113	41.22	39.59	29.90	35.2	32.89	23.13
20	115	5.24	4.74	3.34	3.97	3.99	2.294
20	117	4.35	3.90	3.13	3.45	3.92	2.964
20	119	193.82	187.36	157.48	163.23	125.21	68.61
20	121	3.09	3.66	4.03	5.25	6.86	10.056
20	123	9.27	6.60	12.16	16.46	15.56	25.474
20	125	11.45	8.93	8.72	10.96	11.26	11.254
20	127	2.70	3.48	1.75	4.91	1.66	2.51
20	129	103.15	79.41	55.66	51.55	31.52	-38.414
20	131	2.68	3.73	3.04	3.02	3.35	3.542
20	133	3.38	3.17	3.15	3.64	3.89	4.34
20	135	18.08	7.03	5.56	5.34	4.57	-9.11
20	137	37.85	15.21	12.24	14.57	10.11	-15.676
20	139	2.84	2.13	2.11	2.44	2.22	1.79
20	141	9.88	5.27	4.56	6.04	3.54	-1.288
20	143	8.25	3.36	2.80	4.5	3.66	-0.31
20	145	55.22	85.01	68.10	79.13	68.88	84.132
20	147	11.52	25.38	32.15	29.3	6.85	17.788
20	149	33.83	36.86	39.72	40.06	43.35	52.108
20	151	102.82	96.28	76.98	84.53	79.20	52.568
20	153	47.93	21.05	16.28	22.67	17.67	-10.22
20	155	55.12	63.43	58.22	69.67	62.80	74.808
20	157	70.40	32.71	28.75	34.54	21.35	-20.212
20	159	42.15	27.90	20.38	25.44	24.85	5.908
20	161	14.31	6.98	6.05	8.09	6.72	-0.012
20	163	4.33	11.05	16.96	18.46	2.82	13.358
20	165	18.91	13.18	10.10	9.74	8.52	-2.442
20	167	2.51	1.24	1.21	1.42	1.12	-0.06
20	169	9.19	12.31	10.10	12.04	11.19	13.204
20	171	102.90	97.36	63.59	63.65	47.68	-11.454
20	173	126.82	100.28	89.30	102.91	94.76	65.92
20	175	148.92	181.84	159.59	154.67	132.18	119.05
20	177	53.57	44.70	42.92	46.13	36.13	24.62
20	179	118.37	94.76	78.09	88.56	73.03	32.434
20	181	138.99	140.53	89.75	129.99	106.74	76.176
20	183	14.57	5.45	4.76	5.47	3.36	-6.718
20	185	100.08	92.20	75.55	85.94	75.91	53.176
20	187	237.87	217.95	163.55	150.88	81.90	-56.976
