01	001	40.26	43.66
01	003	42.14	69.01
01	005	15.03	16.49
01	007	3.32	4.98
01	009	51.29	18.95
01	011	4.84	5.44
01	013	3.73	4.39
01	015	26.30	28.95
01	017	12.56	8.40
01	019	6.43	7.20
01	021	5.64	6.25
01	023	52.03	49.57
01	025	25.98	4.90
01	027	2.65	2.70
01	029	2.58	2.37
01	031	16.25	12.95
01	033	91.06	1363.16
01	035	2.21	2.37
01	037	0.93	1.00
01	039	12.37	13.54
01	041	2.51	3.23
01	043	20.29	32.66
01	045	13.75	12.23
01	047	57.16	17.78
01	049	9.84	16.43
01	051	6.29	14.82
01	053	49.23	42.84
01	055	264.51	173.86
01	057	3.06	3.93
01	059	5.28	7.10
01	061	3.90	7.61
01	063	320.39	398.58
01	065	39.17	28.39
01	067	9.48	5.82
01	069	120.04	131.78
01	071	1301.59	1498.24
01	073	92.12	81.01
01	075	4.33	2.25
01	077	16.13	17.17
01	079	62.14	67.43
01	081	18.89	21.51
01	083	792.26	2013.88
01	085	8.53	5.97
01	087	6.79	9.94
01	089	54.01	70.51
01	091	31.91	26.79
01	093	6.60	7.84
01	095	22.38	27.06
01	097	1105.64	1130.94
01	099	63.86	60.01
01	101	59.98	69.73
01	103	140.11	124.80
01	105	8.29	12.39
01	107	6.19	5.67
01	109	11.83	6.99
01	111	2.20	2.78
01	113	34.13	43.72
01	115	8.67	21.01
01	117	720.03	833.25
01	119	9.58	10.27
01	121	77.21	78.28
01	123	13.07	14.64
01	125	37.24	36.02
01	127	906.72	969.46
01	129	86.46	99.17
01	131	43.01	23.65
01	133	2.65	1.92
02	013	3.40	3.39
02	016	3.26	4.75
02	020	45.21	107.70
02	050	0.37	0.45
02	060	0.08	0.17
02	068	16.69	16.22
02	070	0.30	0.83
02	090	32.02	38.26
02	100	0.51	3.54
02	110	4.65	603.66
02	122	9.01	27.35
02	130	54.11	14.25
02	150	5.26	9.44
02	164	0.09	0.43
02	170	5.66	6.66
02	180	1.25	0.63
02	185	116.04	175.72
02	188	6.37	8.04
02	201	1.48	1.98
02	220	5.12	9.06
02	232	0.39	0.72
02	240	2.66	0.67
02	261	4.52	13.08
02	270	0.21	0.46
02	280	1.95	6.35
02	282	0.26	0.59
02	290	7.65	0.66
04	001	39.03	35.24
04	003	233.96	254.42
04	005	47.32	47.99
04	007	42.88	28.03
04	009	176.36	172.92
04	011	43.65	31.55
04	012	628.59	628.49
04	013	2392.04	1966.99
04	015	140.32	138.64
