01	001	40.26	37.25
01	003	42.14	34.63
01	005	15.03	7.42
01	007	3.32	4
01	009	51.29	32.26
01	011	4.84	3.14
01	013	3.73	3.91
01	015	26.30	24.8
01	017	12.56	12.26
01	019	6.43	6.24
01	021	5.64	5.11
01	023	52.03	51.71
01	025	25.98	22.82
01	027	2.65	1.67
01	029	2.58	2.08
01	031	16.25	12.76
01	033	91.06	1346.03
01	035	2.21	2.49
01	037	0.93	0.65
01	039	12.37	28.92
01	041	2.51	2.31
01	043	20.29	41.49
01	045	13.75	8.52
01	047	57.16	53.8
01	049	9.84	18.08
01	051	6.29	6.14
01	053	49.23	42.74
01	055	264.51	270.51
01	057	3.06	2.85
01	059	5.28	4.81
01	061	3.90	3.69
01	063	320.39	360.93
01	065	39.17	6.01
01	067	9.48	4.66
01	069	120.04	129.93
01	071	1301.59	1563.33
01	073	92.12	102.64
01	075	4.33	2.18
01	077	16.13	15.04
01	079	62.14	59.87
01	081	18.89	16.91
01	083	792.26	2120.52
01	085	8.53	2.43
01	087	6.79	4.78
01	089	54.01	53.78
01	091	31.91	23.4
01	093	6.60	5.57
01	095	22.38	19.28
01	097	1105.64	1294.77
01	099	63.86	80.51
01	101	59.98	47
01	103	140.11	161.63
01	105	8.29	3.63
01	107	6.19	3.37
01	109	11.83	7.13
01	111	2.20	2.24
01	113	34.13	31.72
01	115	8.67	8.12
01	117	720.03	779.74
01	119	9.58	2.29
01	121	77.21	93.32
01	123	13.07	11.3
01	125	37.24	34.84
01	127	906.72	692.81
01	129	86.46	123.89
01	131	43.01	24.25
01	133	2.65	0.81
02	013	3.40	3.26
02	016	3.26	4.89
02	020	45.21	41.85
02	050	0.37	0.24
02	060	0.08	0.18
02	068	16.69	13.76
02	070	0.30	0.37
02	090	32.02	43.31
02	100	0.51	0.57
02	110	4.65	4.25
02	122	9.01	8.67
02	130	54.11	6.67
02	150	5.26	6.31
02	164	0.09	0.47
02	170	5.66	4.38
02	180	1.25	0.94
02	185	116.04	140.33
02	188	6.37	7.13
02	201	1.48	2.58
02	220	5.12	1.3
02	232	0.39	1.28
02	240	2.66	2.51
02	261	4.52	4.48
02	270	0.21	0.43
02	280	1.95	1.45
02	282	0.26	0.27
02	290	7.65	3.17
04	001	39.03	47.63
04	003	233.96	233.27
04	005	47.32	52.68
04	007	42.88	14.78
04	009	176.36	172.21
04	011	43.65	33.34
04	012	628.59	879.01
04	013	2392.04	2151.37
04	015	140.32	153.66
04	017	63.65	69.96
04	019	263.76	300.38
04	021	1262.17	1052.44
04	023	15.37	22.66
04	025	82.39	82.4
04	027	1398.58	1463.36
05	001	820.61	1138.43
05	003	134.75	151.94
05	005	5.53	5.75
05	007	336.29	373.85
05	009	4.60	3.92
05	011	1.46	2.75
05	013	1.09	0.55
05	015	7.28	5.4
05	017	233.45	222.07
