State FIPS -- County FIPS -- 1995 Total -- 2000 Total -- 2005 Total
01	001	40.26	37.25	43.66
01	003	42.14	34.63	69.01
01	005	15.03	7.42	16.49
01	007	3.32	4	4.98
01	009	51.29	32.26	18.95
01	011	4.84	3.14	5.44
01	013	3.73	3.91	4.39
01	015	26.30	24.8	28.95
01	017	12.56	12.26	8.40
01	019	6.43	6.24	7.20
01	021	5.64	5.11	6.25
01	023	52.03	51.71	49.57
01	025	25.98	22.82	4.90
01	027	2.65	1.67	2.70
01	029	2.58	2.08	2.37
01	031	16.25	12.76	12.95
01	033	91.06	1346.03	1363.16
01	035	2.21	2.49	2.37
01	037	0.93	0.65	1.00
01	039	12.37	28.92	13.54
01	041	2.51	2.31	3.23
01	043	20.29	41.49	32.66
01	045	13.75	8.52	12.23
01	047	57.16	53.8	17.78
01	049	9.84	18.08	16.43
01	051	6.29	6.14	14.82
01	053	49.23	42.74	42.84
01	055	264.51	270.51	173.86
01	057	3.06	2.85	3.93
01	059	5.28	4.81	7.10
01	061	3.90	3.69	7.61
01	063	320.39	360.93	398.58
01	065	39.17	6.01	28.39
01	067	9.48	4.66	5.82
01	069	120.04	129.93	131.78
01	071	1301.59	1563.33	1498.24
01	073	92.12	102.64	81.01
01	075	4.33	2.18	2.25
01	077	16.13	15.04	17.17
01	079	62.14	59.87	67.43
01	081	18.89	16.91	21.51
01	083	792.26	2120.52	2013.88
01	085	8.53	2.43	5.97
01	087	6.79	4.78	9.94
01	089	54.01	53.78	70.51
01	091	31.91	23.4	26.79
01	093	6.60	5.57	7.84
01	095	22.38	19.28	27.06
01	097	1105.64	1294.77	1130.94
01	099	63.86	80.51	60.01
01	101	59.98	47	69.73
01	103	140.11	161.63	124.80
01	105	8.29	3.63	12.39
01	107	6.19	3.37	5.67
01	109	11.83	7.13	6.99
01	111	2.20	2.24	2.78
01	113	34.13	31.72	43.72
01	115	8.67	8.12	21.01
01	117	720.03	779.74	833.25
01	119	9.58	2.29	10.27
01	121	77.21	93.32	78.28
01	123	13.07	11.3	14.64
01	125	37.24	34.84	36.02
01	127	906.72	692.81	969.46
01	129	86.46	123.89	99.17
01	131	43.01	24.25	23.65
01	133	2.65	0.81	1.92
02	013	3.40	3.26	3.39
02	016	3.26	4.89	4.75
02	020	45.21	41.85	107.70
02	050	0.37	0.24	0.45
02	060	0.08	0.18	0.17
02	068	16.69	13.76	16.22
02	070	0.30	0.37	0.83
02	090	32.02	43.31	38.26
02	100	0.51	0.57	3.54
02	110	4.65	4.25	603.66
02	122	9.01	8.67	27.35
02	130	54.11	6.67	14.25
02	150	5.26	6.31	9.44
02	164	0.09	0.47	0.43
02	170	5.66	4.38	6.66
02	180	1.25	0.94	0.63
02	185	116.04	140.33	175.72
02	188	6.37	7.13	8.04
02	201	1.48	2.58	1.98
02	220	5.12	1.3	9.06
02	232	0.39	1.28	0.72
02	240	2.66	2.51	0.67
02	261	4.52	4.48	13.08
02	270	0.21	0.43	0.46
02	280	1.95	1.45	6.35
02	282	0.26	0.27	0.59
02	290	7.65	3.17	0.66
04	001	39.03	47.63	35.24
04	003	233.96	233.27	254.42
04	005	47.32	52.68	47.99
04	007	42.88	14.78	28.03
04	009	176.36	172.21	172.92
04	011	43.65	33.34	31.55
04	012	628.59	879.01	628.49
04	013	2392.04	2151.37	1966.99
04	015	140.32	153.66	138.64
04	017	63.65	69.96	67.48
04	019	263.76	300.38	306.76
04	021	1262.17	1052.44	1289.19
04	023	15.37	22.66	19.38
04	025	82.39	82.4	91.50
04	027	1398.58	1463.36	1166.12
05	001	820.61	1138.43	966.40
05	003	134.75	151.94	232.27
05	005	5.53	5.75	5.83
05	007	336.29	373.85	440.90
05	009	4.60	3.92	3.10
05	011	1.46	2.75	1.86
05	013	1.09	0.55	0.57
05	015	7.28	5.4	11.49
05	017	233.45	222.07	319.92
05	019	5.16	3.57	6.58
05	021	176.10	269.93	478.70
05	023	6.74	7.19	8.59
05	025	1.30	1.33	0.93
05	027	6.27	4.3	5.87
05	029	28.54	16.09	19.41
05	031	349.64	391.89	409.71
05	033	15.89	18.78	8.55
05	035	112.40	132.75	160.48
05	037	299.15	438.01	644.30
05	039	1.18	1.08	1.50
05	041	330.34	414.51	413.61
05	043	71.00	64.01	89.56
05	045	11.90	12.83	17.21
05	047	12.56	2.74	3.92
05	049	73.75	1.56	2.44
05	051	266.28	17.28	19.87
05	053	2.26	1.8	2.70
05	055	153.73	165.09	227.39
05	057	9.44	5.85	7.53
05	059	8.10	414.87	323.17
05	061	5.85	6.76	5.64
05	063	36.57	78.93	104.58
05	065	2.93	2.05	5.01
05	067	298.28	386.17	405.70
05	069	454.52	569.27	349.31
05	071	4.23	5.85	5.32
05	073	32.72	12.27	41.21
05	075	281.39	325.41	248.16
05	077	167.08	241.86	272.20
05	079	151.37	189.52	206.40
05	081	5.04	4.21	14.41
05	083	4.92	4.45	5.90
05	085	372.94	485.31	534.25
05	087	3.65	1.82	2.13
05	089	1.74	2.86	2.04
05	091	100.37	90.35	125.78
05	093	152.77	193.19	279.89
05	095	194.01	255.51	316.45
05	097	1.66	1.11	1.48
05	099	1.68	1.35	2.09
05	101	1.03	0.76	1.40
05	103	36.40	68.07	59.54
05	105	4.38	6.06	14.58
05	107	313.73	468.93	210.29
05	109	1.87	2.13	1.66
05	111	500.54	665.82	772.60
05	113	4.86	2.63	3.55
05	115	980.30	999.03	1164.75
05	117	297.06	354.62	355.76
05	119	86.26	107.11	83.99
05	121	80.43	116.03	141.39
05	123	201.00	264.13	313.40
05	125	9.69	13.79	9.27
05	127	2.74	2.33	2.80
05	129	1.76	0.95	0.99
05	131	32.37	30.19	39.40
05	133	4.37	4.57	2.56
05	135	2.02	2.23	5.29
05	137	1.80	0.98	2.43
05	139	15.88	17.83	20.74
05	141	2.52	2.01	3.01
05	143	27.37	27.68	3.80
05	145	114.02	129.05	91.52
05	147	274.65	432.61	351.47
05	149	9.70	4.46	9.79
06	001	237.03	257.55	171.76
06	003	23.68	15.13	15.11
06	005	26.77	32.17	24.06
06	007	957.73	1077.98	789.94
06	009	14.72	17.24	17.29
06	011	1049.13	913.57	916.29
06	013	885.04	1242.13	1679.12
06	015	19.72	21.82	9.02
06	017	73.79	55.15	46.01
06	019	3553.88	3744.99	3260.22
06	021	848.36	683.75	741.20
06	023	199.52	152.83	137.18
06	025	2608.60	2886.61	2144.94
06	027	149.42	120.87	80.43
06	029	2514.78	2884.94	2663.55
