01	001	40.26
01	003	42.14
01	005	15.03
01	007	3.32
01	009	51.29
01	011	4.84
01	013	3.73
01	015	26.30
01	017	12.56
01	019	6.43
01	021	5.64
01	023	52.03
01	025	25.98
01	027	2.65
01	029	2.58
01	031	16.25
01	033	91.06
01	035	2.21
01	037	0.93
01	039	12.37
01	041	2.51
01	043	20.29
01	045	13.75
01	047	57.16
01	049	9.84
01	051	6.29
01	053	49.23
01	055	264.51
01	057	3.06
01	059	5.28
01	061	3.90
01	063	320.39
01	065	39.17
01	067	9.48
01	069	120.04
01	071	1301.59
01	073	92.12
01	075	4.33
01	077	16.13
01	079	62.14
01	081	18.89
01	083	792.26
01	085	8.53
01	087	6.79
01	089	54.01
01	091	31.91
01	093	6.60
01	095	22.38
01	097	1105.64
01	099	63.86
01	101	59.98
01	103	140.11
01	105	8.29
01	107	6.19
01	109	11.83
01	111	2.20
01	113	34.13
01	115	8.67
01	117	720.03
01	119	9.58
01	121	77.21
01	123	13.07
01	125	37.24
01	127	906.72
01	129	86.46
01	131	43.01
01	133	2.65
02	013	3.40
02	016	3.26
02	020	45.21
02	050	0.37
02	060	0.08
02	068	16.69
02	070	0.30
02	090	32.02
02	100	0.51
02	110	4.65
02	122	9.01
02	130	54.11
02	150	5.26
02	164	0.09
02	170	5.66
02	180	1.25
02	185	116.04
02	188	6.37
02	201	1.48
02	220	5.12
02	232	0.39
02	240	2.66
02	261	4.52
02	270	0.21
02	280	1.95
02	282	0.26
02	290	7.65
04	001	39.03
04	003	233.96
04	005	47.32
04	007	42.88
04	009	176.36
04	011	43.65
04	012	628.59
04	013	2392.04
04	015	140.32
04	017	63.65
04	019	263.76
04	021	1262.17
04	023	15.37
04	025	82.39
04	027	1398.58
05	001	820.61
05	003	134.75
05	005	5.53
05	007	336.29
05	009	4.60
05	011	1.46
05	013	1.09
05	015	7.28
05	017	233.45
05	019	5.16
05	021	176.10
05	023	6.74
05	025	1.30
05	027	6.27
05	029	28.54
05	031	349.64
05	033	15.89
05	035	112.40
05	037	299.15
05	039	1.18
05	041	330.34
05	043	71.00
05	045	11.90
05	047	12.56
05	049	73.75
05	051	266.28
05	053	2.26
05	055	153.73
05	057	9.44
05	059	8.10
05	061	5.85
05	063	36.57
05	065	2.93
05	067	298.28
05	069	454.52
05	071	4.23
05	073	32.72
05	075	281.39
05	077	167.08
05	079	151.37
05	081	5.04
05	083	4.92
05	085	372.94
05	087	3.65
05	089	1.74
05	091	100.37
05	093	152.77
05	095	194.01
05	097	1.66
05	099	1.68
